številka izvajalca;šifra nadrejenega;šifra osnovni;šifra podrejeni;šifra lokacije;naziv organizacije (pravne osebe);dodatni naziv;naslov - ulica in hišna številka;naslov - pošta;šifra VZD;naziv VZD;šifra pravnega statusa izvajalca;opis pravnega statusa izvajalca;šifra tipa izvajalca;opis tipa izvajalca;šifra občine;ime občine;šifra ZZV;izberi 1 za izvajalec samo 1X;število vrstic (VZD-jev) pri posameznemu izvajalcu
03881;;03881;;02;ZZV KOPER;MIKROBIOLOŠKI LABORATORIJ;VERDIJEVA 11;6000 KOPER - CAPODISTRIA;214;Klinična mikrobiologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;01;OSNOVNO ZDRAVSTVO;050;KOPER;3;0;6
03881;;03881;;02;ZZV KOPER;MIKROBIOLOŠKI LABORATORIJ;VERDIJEVA 11;6000 KOPER - CAPODISTRIA;508;Laboratorijska dejavnost;1;JAVNI ZAVOD;01;OSNOVNO ZDRAVSTVO;050;KOPER;3;0;6
03881;;03881;;02;ZZV KOPER;MIKROBIOLOŠKI LABORATORIJ;VERDIJEVA 11;6000 KOPER - CAPODISTRIA;546;Javno zdravje v drugih dejavnostih;1;JAVNI ZAVOD;01;OSNOVNO ZDRAVSTVO;050;KOPER;3;0;6
03899;;03899;;00;DOM UPOKOJENCEV POSTOJNA;;ROŽNA ULICA 10;6230 POSTOJNA;510;Patronažno varstvo;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;094;POSTOJNA;3;1;4
03899;;03899;;00;DOM UPOKOJENCEV POSTOJNA;;ROŽNA ULICA 10;6230 POSTOJNA;544;Zdravstvena nega v drugih dejavnostih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;094;POSTOJNA;3;0;4
03899;;03899;;00;DOM UPOKOJENCEV POSTOJNA;;ROŽNA ULICA 10;6230 POSTOJNA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;094;POSTOJNA;3;0;4
03899;;03899;;00;DOM UPOKOJENCEV POSTOJNA;;ROŽNA ULICA 10;6230 POSTOJNA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;094;POSTOJNA;3;0;4
03901;;03901;;00;DOM UPOKOJENCEV IZOLA - CASA DEL PENSIONATO ISOLA;;KOSOVELOVA ULICA 22;6310 IZOLA - ISOLA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;040;IZOLA;3;1;1
03903;;03903;;00;CUEV STRUNJAN CAEV STRUGNANO;;STRUNJAN 140;6320 PORTOROŽ - PORTOROSE;709;Osnovnošolsko izobraževanje;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;090;PIRAN;3;1;1
03905;;03905;;00;VRTEC MORNARČEK  PIRAN - SCUOLA DELL' INFANZIA MORNARČEK;PIRANO;ULICA IX. KORPUSA 40 A;6330 PIRAN - PIRANO;708;Predšolska vzgoja;1;JAVNI ZAVOD;11;IZOBRAŽEVALNE USTANOVE;090;PIRAN;3;1;1
03907;;03907;;00;OBALNI DOM UPOKOJENCEV KOPER - CASA COSTIERA DEL PENSIONATO;CAPODISTRIA;KROŽNA CESTA 5;6000 KOPER - CAPODISTRIA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;050;KOPER;3;1;2
03907;;03907;;00;OBALNI DOM UPOKOJENCEV KOPER - CASA COSTIERA DEL PENSIONATO;CAPODISTRIA;KROŽNA CESTA 5;6000 KOPER - CAPODISTRIA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;050;KOPER;3;0;2
03909;;03909;;00;SZŠ IZOLA SMS ISOLA;;POLJE 41;6310 IZOLA - ISOLA;711;Srednješolsko poklicno in strokovno izobraževanje;1;JAVNI ZAVOD;11;IZOBRAŽEVALNE USTANOVE;040;IZOLA;3;1;1
03950;;03950;;00;ZOBNA AMBULANTA - DEVETAK ANDREJ;;KAJUHOVA ULICA 1 B;6310 IZOLA - ISOLA;404;Splošno zobozdravstvo;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;040;IZOLA;3;1;2
03950;;03950;;00;ZOBNA AMBULANTA - DEVETAK ANDREJ;;KAJUHOVA ULICA 1 B;6310 IZOLA - ISOLA;714;Zobotehnika;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;040;IZOLA;3;0;2
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;102;Anesteziologija, reanimatologija in perioperativna intenzivna medicina v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;1;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;106;Ginekologija in porodništvo v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;126;Patologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;127;Pediatrija v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;131;Radiologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;134;Splošna kirurgija v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;143;Lekarniška dejavnost v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;206;Ginekologija in porodništvo v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;226;Patologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;227;Pediatrija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;231;Radiologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;243;Lekarniška dejavnost v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;306;Ginekologija v splošni zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;346;Javno zdravje v splošni zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;505;Medicinska biokemija;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;507;Fizioterapija;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;701;Druge obveznosti ZZZS;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04031;;04031;;00;BGP, KRANJ;;KIDRIČEVA CESTA 38 A;4000 KRANJ;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;052;KRANJ;4;0;18
04060;;04060;;00;ZAVOD SV. MARTINA;;SREDNJA VAS V BOHINJU 33 A;4267 SREDNJA VAS V BOHINJU;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;2;ZASEBNI ZAVOD;07;SOCIALNI ZAVOD;004;BOHINJ;4;1;1
04061;;04061;;00;VDC KRANJ;;KIDRIČEVA CESTA 51;4000 KRANJ;507;Fizioterapija;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;052;KRANJ;4;1;3
04061;;04061;;00;VDC KRANJ;;KIDRIČEVA CESTA 51;4000 KRANJ;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;052;KRANJ;4;0;3
04061;;04061;;00;VDC KRANJ;;KIDRIČEVA CESTA 51;4000 KRANJ;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;052;KRANJ;4;0;3
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;101;Abdominalna kirurgija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;1;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;102;Anesteziologija, reanimatologija in perioperativna intenzivna medicina v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;105;Gastroenterologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;106;Ginekologija in porodništvo v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;109;Interna medicina v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;111;Kardiologija in vaskularna medicina v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;116;Nefrologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;118;Nevrologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;122;Ortopedska kirurgija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;123;Otorinolaringologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;126;Patologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;127;Pediatrija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;131;Radiologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;134;Splošna kirurgija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;137;Travmatologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;141;Paliativna oskrba v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;143;Lekarniška dejavnost v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;144;Zdravstvena nega v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;148;Intenzivna medicina;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;149;Endokrinologija, diabetologija in tireologija v bolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;201;Abdominalna kirurgija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;202;Anesteziologija, reanimatologija in perioperativna intenzivna medicina v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;203;Dermatovenerologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;205;Gastroenterologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;206;Ginekologija in porodništvo v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;209;Interna medicina v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;210;Internistična onkologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;211;Kardiologija in vaskularna medicina v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;216;Nefrologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;218;Nevrologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;220;Oftalmologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;222;Ortopedska kirurgija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;223;Otorinolaringologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;224;Otroška in mladostniška psihiatrija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;226;Patologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;227;Pediatrija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;231;Radiologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;234;Splošna kirurgija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;237;Travmatologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;238;Urgentna medicina v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;239;Urologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;249;Endokrinologija, diabetologija in tireologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;306;Ginekologija v splošni zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;505;Medicinska biokemija;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;507;Fizioterapija;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;511;Presejalni programi;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;701;Druge obveznosti ZZZS;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;00;SB JESENICE;;CESTA MARŠALA TITA 112;4270 JESENICE;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;03;SPLOŠNA BOLNIŠNICA;041;JESENICE;4;0;50
04071;;04071;;01;SB JESENICE;OTOLOŠKI ODDELEK;GOSPOSVETSKA ULICA 10;4000 KRANJ;223;Otorinolaringologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;052;KRANJ;4;0;50
04071;;04071;;01;SB JESENICE;OTOLOŠKI ODDELEK;GOSPOSVETSKA ULICA 10;4000 KRANJ;231;Radiologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;052;KRANJ;4;0;50
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;130;Psihiatrija v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;1;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;141;Paliativna oskrba v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;143;Lekarniška dejavnost v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;144;Zdravstvena nega v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;147;Podaljšano bolnišnično zdravljenje v bolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;148;Intenzivna medicina;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;243;Lekarniška dejavnost v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;505;Medicinska biokemija;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;506;Delovna terapija;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;512;Psihologija;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;701;Druge obveznosti ZZZS;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04131;;04131;;00;PSIHIATRIČNA BOLNIŠNICA BEGUNJE;;BEGUNJE NA GORENJSKEM 55;4275 BEGUNJE NA GORENJSKEM;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;04;SPECIALNA BOLNIŠNICA;102;RADOVLJICA;4;0;13
04870;;04870;;00;ZZV KRANJ;;GOSPOSVETSKA ULICA 12;4000 KRANJ;214;Klinična mikrobiologija v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;08;ZAVOD ZA ZDRAVSTVENO VARSTVO;052;KRANJ;4;1;6
04870;;04870;;00;ZZV KRANJ;;GOSPOSVETSKA ULICA 12;4000 KRANJ;246;Javno zdravje v specialistični zunajbolnišnični dejavnosti;1;JAVNI ZAVOD;08;ZAVOD ZA ZDRAVSTVENO VARSTVO;052;KRANJ;4;0;6
04870;;04870;;00;ZZV KRANJ;;GOSPOSVETSKA ULICA 12;4000 KRANJ;301;Medicina dela, prometa in športa;1;JAVNI ZAVOD;08;ZAVOD ZA ZDRAVSTVENO VARSTVO;052;KRANJ;4;0;6
04870;;04870;;00;ZZV KRANJ;;GOSPOSVETSKA ULICA 12;4000 KRANJ;508;Laboratorijska dejavnost;1;JAVNI ZAVOD;08;ZAVOD ZA ZDRAVSTVENO VARSTVO;052;KRANJ;4;0;6
04870;;04870;;00;ZZV KRANJ;;GOSPOSVETSKA ULICA 12;4000 KRANJ;546;Javno zdravje v drugih dejavnostih;1;JAVNI ZAVOD;08;ZAVOD ZA ZDRAVSTVENO VARSTVO;052;KRANJ;4;0;6
04870;;04870;;00;ZZV KRANJ;;GOSPOSVETSKA ULICA 12;4000 KRANJ;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;08;ZAVOD ZA ZDRAVSTVENO VARSTVO;052;KRANJ;4;0;6
